feature,importance_mean,importance_std
previous courses_Undergraduate Open Seminar German Diction Jazz Voice Production Practicum II Data Science Exploration University Physics: Elec and; Mag Field Experience Exp Techniqs in Cellular Biol UG Experiential Learning Digital Signal Processing Lab Audio Journalism Behavior of Materials Classical Physics Lab Educational Practice in Secondary Education Graduate Level Harpsichord Surgery Clerkship Consultation-Liaison Psychiatry Introduction to Anatomic Pathology Special Topics Graduate Level Clarinet General Surgery Sub-Internship,0.0,0.0
"previous courses_Undergraduate Open Seminar Grp Instr Pno for Mus Maj IV Euphonium Viola Cooperative Education Practice Intro to Lighting Design Elementary Swahili II Agricultural Machine Systems Management Advanced Digital Projects Lab Developmental Child Psych Lab Electronic Music Synthesis Lighting Opera and; Musicals Ornithology Health Applications of GIS Otolaryngology - ENT Survey of Fundamental Device Physics Point of Care Ultrasound Oral and; Maxillofacial Surgery II Neurosurgery II Colloquium in Acting: Voice Digestion, Nutrition, and; Metabolism Inpatient Cardiology Guided Research Experience",0.0,0.0
previous courses_Undergraduate Open Seminar Intro Computing: Non-Tech Undergraduate Open Seminar Linear Algebra with Computational Applications Film Production Advanced Corporate Finance Race and Cultural Diversity Second Lang Reading and; Writing Water Technology and Policy,0.0,0.0
previous courses_Undergraduate Open Seminar Intro to Global Studies Logic and Reasoning QR II The Classical Tradition Piano,0.0,0.0
previous courses_Undergraduate Open Seminar Undergraduate Open Seminar Medicinal Plants and Herbology Double Bass Voice Computer Systems and; Programming Computer Architecture Animal Science Careers and Professional Development Intro to Interpersonal Comm Relationships in Acting II Quantitative Physiology Lab Intl Organizationsand;Regionalism Ethical Dilemmas of Business Chemistry of the Environment Topics in Clin/Comm Psych Advanced Wolof II The Russian Avant-Garde: Revolutionary Forms and Socialist Norms Electromagnetic Fields I Theory of Probability I MPH Applied Practice Experience Functional Analysis Percussion Instruments Lit Seminar Seminar in Anthropology Neurosurgery II Special Topics Seminar Mathematical Internship Special Topics,0.0,0.0
previous courses_Undergraduate Open Seminar Undergraduate Open Seminar Undergraduate Open Seminar Undergraduate Open Seminar Elementary Polish II,0.0,0.0
"previous courses_Undergraduate Open Seminar Water in the Global Environment Modern Europe and the World - ACP Financial Resource Management in Recreation, Sport and Tourism Minds and; Machines Experiential Learning in MCB Viking Sagas in Translation Explore Music through Dance Analysis of Data Chicana/Latina Autobiography, Memoir, Testimonio Social Psych in Society Lab Leadership and Ethics Investigating Agricultural Communications Special Topics in Scan Studies Clin and; Applied Ex Physiology",0.0,0.0
previous courses_Undergraduate Open Seminar in Computer Science Supp Brass Inst: Trumpet Jazz Saxophone Introduction to Digital Audio Workstations Exploring Digital Info Technol,0.0,0.0
previous courses_Voice Percussion Working With Farm Animals Jazz Piano Microcomputer Applications,0.0,0.0
previous courses_Washington Experience Introductory Microbiology Intro Psych,0.0,0.0
previous courses_World Religions Music Theory and Practice II Bioscience of Human Movement Elementary Italian II Introduction to Plant Biology,6.139259785413742e-05,5.9033831865005416e-05
course type_Conference Lecture-Discussion Practice Lecture Online Lecture Seminar,0.0,0.0
course type_Conference Lecture-Discussion Studio Practice Lecture,0.0,0.0
course type_Discussion/Recitation Conference Lecture-Discussion Practice Lecture,0.0,0.0
course type_Discussion/Recitation Conference Lecture-Discussion Practice Lecture Online Lecture Internship,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Online Independent Study Lecture,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Online Independent Study Lecture Laboratory,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Practice Lecture Seminar,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Studio Lecture Online Lecture Online Discussion,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Studio Practice Lecture Online Lecture Discussion,-1.9087456166744232e-05,8.621145499203265e-05
course type_Discussion/Recitation Lecture-Discussion Study Abroad Lecture Seminar,0.0,0.0
course type_Discussion/Recitation Lecture-Discussion Study Abroad Practice Lecture Seminar Online Discussion,0.0,0.0
course type_Independent Study Lecture-Discussion Lecture,0.0,0.0
course type_Laboratory Internship Practice,0.0,0.0
course type_Laboratory Laboratory-Discussion Practice,0.0,0.0
course type_Laboratory Practice,0.0,0.0
course type_Laboratory Practice Laboratory-Discussion,0.0,0.0
course type_Laboratory-Discussion Discussion/Recitation Lecture-Discussion Online Independent Study,0.0,0.0
course type_Laboratory-Discussion Discussion/Recitation Lecture-Discussion Online Independent Study Lecture,7.624775171279907e-05,0.0001639863657076396
course type_Laboratory-Discussion Discussion/Recitation Lecture-Discussion Online Independent Study Practice Lecture Laboratory,0.0,0.0
course type_Laboratory-Discussion Discussion/Recitation Lecture-Discussion Online Lecture Quiz,3.449069336056709e-05,8.047066487416085e-05
course type_Laboratory-Discussion Discussion/Recitation Lecture-Discussion Practice Lecture Online Lecture Laboratory,0.0,0.0
course type_Laboratory-Discussion Discussion/Recitation Travel Conference Lecture-Discussion Practice Lecture Laboratory Internship,0.0,0.0
course type_Laboratory-Discussion Laboratory,3.616390749812126e-05,3.4421331494960816e-05
course type_Laboratory-Discussion Laboratory Practice,-1.730145886540413e-05,0.00023147479105066173
course type_Laboratory-Discussion Lecture-Discussion Online Independent Study Lecture Seminar,7.8638456761837e-05,6.846733506124205e-05
course type_Laboratory-Discussion Lecture-Discussion Study Abroad Online Lecture Laboratory,0.0,0.0
course type_Laboratory-Discussion Online Lab Laboratory Internship,-1.6257259994745253e-05,3.1665132748874274e-05
course type_Laboratory-Discussion Online Lab Laboratory Practice,4.594698548316955e-05,0.00016470163975384135
course type_Laboratory-Discussion Practice Laboratory Online Lab Internship,0.0,0.0
course type_Laboratory-Discussion Research Practice Laboratory Internship,0.0,0.0
course type_Laboratory-Discussion Research Practice Laboratory Online Lab,-7.824525237083435e-05,0.00010921353175636573
course type_Laboratory-Discussion Research Study Abroad Practice Laboratory Online Lab,0.0,0.0
course type_Laboratory-Discussion Study Abroad Practice Laboratory Internship,0.0,0.0
course type_Laboratory-Discussion Study Abroad Practice Laboratory Online Lab Internship,0.0,0.0
course type_Laboratory-Discussion Travel Practice Laboratory Internship,0.0,0.0
course type_Laboratory-Discussion Travel Practice Laboratory Online Lab Internship,0.0,0.0
course type_Laboratory-Discussion Travel Research Practice Laboratory Internship,0.0,0.0
course type_Laboratory-Discussion Travel Study Abroad Practice Laboratory,0.0,0.0
course type_Lecture Online,0.0,0.0
course type_Lecture-Discussion,0.0,0.0
course type_Lecture-Discussion Discussion/Recitation,0.0,0.0
course type_Lecture-Discussion Discussion/Recitation Lecture,0.0004214847460389137,0.00021201558109768047
course type_Lecture-Discussion Discussion/Recitation Lecture Internship,0.0,0.0
course type_Lecture-Discussion Discussion/Recitation Lecture Online,0.0,0.0
course type_Lecture-Discussion Discussion/Recitation Lecture Online Lecture Discussion,0.0,0.0
course type_Lecture-Discussion Discussion/Recitation Lecture Studio,0.0,0.0
course type_Lecture-Discussion Laboratory-Discussion Discussion/Recitation Independent Study,0.0,0.0
course type_Lecture-Discussion Laboratory-Discussion Lecture,-7.0915836840868e-05,8.363459125160154e-05
course type_Lecture-Discussion Laboratory-Discussion Lecture Online,0.0,0.0
course type_Lecture-Discussion Lecture,0.0,0.0
course type_Lecture-Discussion Lecture Independent Study,0.0,0.0
course type_Lecture-Discussion Lecture Online,0.0,0.0
course type_Lecture-Discussion Lecture Online Internship,0.0,0.0
course type_Lecture-Discussion Lecture Online Lecture,1.4029070734977723e-05,8.653707535447953e-05
course type_Lecture-Discussion Lecture Online Lecture Online Lab,0.0,0.0
course type_Lecture-Discussion Lecture Online Online Discussion,0.0,0.0
course type_Lecture-Discussion Lecture Online Online Lab,0.0,0.0
course type_Lecture-Discussion Lecture Online Online Lecture,-7.460936903953552e-05,4.6770222723067346e-05
course type_Lecture-Discussion Online,0.0,0.0
course type_Lecture-Discussion Online Lecture Online Lecture Internship,0.00012189662083983421,3.43288156203511e-05
course type_Lecture-Discussion Online Practice Lecture Internship,0.0,0.0
course type_Lecture-Discussion Online Practice Lecture Online Discussion,0.0,0.0
course type_Lecture-Discussion Online Practice Lecture Online Lecture,-4.03095968067646e-05,0.0001938144127842023
course type_Lecture-Discussion Online Practice Lecture Online Lecture Online Lab,-2.329014241695404e-05,2.3425117347012953e-05
course type_Lecture-Discussion Online Studio Lecture Online Lab,0.0002193051390349865,0.00014454868964862433
course type_Lecture-Discussion Online Studio Practice Lecture,0.0006185601465404034,5.0235743768403186e-05
course type_Lecture-Discussion Online Studio Practice Lecture Online Lecture,0.0,0.0
course type_Lecture-Discussion Practice Lecture,-2.354523167014122e-05,4.706159349467017e-05
course type_Lecture-Discussion Practice Lecture Online,0.0,0.0
course type_Lecture-Discussion Practice Online Studio,0.0,0.0
course type_Lecture-Discussion Seminar Lecture Online Lecture,0.0,0.0
course type_Lecture-Discussion Studio,0.0,0.0
course type_Online Online Lecture,0.0,0.0
course type_Packaged Section Lecture-Discussion Online Practice Lecture Internship,0.0,0.0
course type_Practice Internship Laboratory Laboratory-Discussion,0.0,0.0
course type_Practice Laboratory,0.0,0.0
course type_Practice Laboratory Laboratory-Discussion,0.0,0.0
course type_Practice Research Laboratory Laboratory-Discussion,0.0,0.0
course type_Practice Travel Laboratory Laboratory-Discussion,0.0,0.0
course type_Study Abroad Laboratory Internship Laboratory-Discussion,0.0,0.0
course type_Study Abroad Laboratory Travel Laboratory-Discussion,0.0,0.0
course type_Study Abroad Laboratory-Discussion Laboratory,0.0,0.0
course type_Study Abroad Laboratory-Discussion Laboratory Practice,0.0,0.0
subjects in courses_ACE MUSC ANSC,0.0,0.0
subjects in courses_AFRO IHLT GMC,0.0,0.0
subjects in courses_ART ME PS ANSC EPOL ARTJ MUSC HIST LA ENG MCB PATH KIN CS SPAN NS AGCM LLS VM,0.0,0.0
subjects in courses_ARTF PS SHS GLBL MACS FIN MUSC ECON IS MATH CLE RST TAM KIN GRKM LAW ENVS SPAN BADM RUSS ITAL VM,-3.27015295624733e-05,6.676961971882424e-05
subjects in courses_ATMS GLBL MACS HDFS ECON BSE AE CWL GEOL LER PATH ENGL SE ERAM IE CI JOUR PSYC SCAN,0.0,0.0
subjects in courses_ATMS ME EDPR HORT MUSC HDFS NRES CEE LA BSE CLE DANC IB MCB SOCW LER THEA LAW GWS PSYC GS,0.0,0.0
subjects in courses_ATMS PHYS ECE MATH PS HNDI ENG ANTH HDFS,0.0,0.0
subjects in courses_ATMS SPAN ENGL ADV KIN LING ENG MCB ANTH,0.0,0.0
subjects in courses_CEE BUS HDFS AAS MUSC EALC,1.7764605581760405e-05,4.9621656070710737e-05
subjects in courses_CEE CS MATH RST EIL MACS FIN LLS ACE,0.0,0.0
subjects in courses_CEE EDUC IHLT RST GWS KIN LING MACS REES PHIL EPOL SOCW MUSC ECON,-0.00015865061432123183,7.652363644132468e-05
subjects in courses_CEE ENVS ARTS MATH NS BTW FIN BSE ME GWS ADV AAS UP MCB LLS PHYS MUSC LAW,0.0,0.0
subjects in courses_CHEM DANC ARTJ PHYS MUSC,0.0,0.0
subjects in courses_CHIN CS IS LA ECE THEA GWS CHEM ETMA UP CHLH SOCW MUSC,0.0,0.0
subjects in courses_CHIN RST TAM GEOL CHLH CMN MUSC,0.0,0.0
subjects in courses_CI CHIN IS SPAN ARTH MATH SOC RST ADV PSYC HDFS FSHN HNDI PHIL LLS FR,0.0,0.0
subjects in courses_CI CS BIOE ECE MATH ARCH CHEM GRK BADM ADV PSYC POL AGCM ACCY SOCW ECON,-3.6013685166835786e-05,5.5478656503611246e-05
subjects in courses_CI HIST MUS SPAN ECE AE BADM JOUR IB UP ESE FAA ANTH MUSC ACE,0.0,0.0
subjects in courses_CMN ENG,0.0,0.0
subjects in courses_CPSC SE MILS EDPR SOCW MUSC NRES,0.0,0.0
subjects in courses_CS ATMS SPAN SOC PATH CW AE CHEM CLE NUTR CWL ABE MCB ARCH MUSC LAW RHET,0.0,0.0
subjects in courses_CS BSE CHBE SE PS KIN ANSC ALEC THEA EDPR CLE GLBL MCB SOCW MUSC,0.0,0.0
subjects in courses_CS MATH ENGL SE JOUR MDVL LING PHYS GSD,0.0,0.0
subjects in courses_CS MUSC LA ECE ARCH CHBE SE GWS AE SHS DANC MACS MCB PHYS HDFS,0.0,0.0
subjects in courses_CS SOC RST GWS TAM CHEM ADV BADM CHLH CMN SOCW MUSC NRES,0.0,0.0
subjects in courses_CS THEA ETMA FAA MUSC,0.0,0.0
subjects in courses_CSE ATMS FSHN FIN MUSC IS MATH AE CHEM CLE CWL EPSY ENG GEOL MCB BUS TE RST KIN PHIL LAW CW BADM LLS,0.00015697916969656945,4.9179818858371455e-05
subjects in courses_EDUC PS POL BDI ACE,0.0,0.0
subjects in courses_ENG EDUC INFO RST ASRM EDPR ESE CHLH PHIL NPRE HORT LCTL,0.0,0.0
subjects in courses_ENGL GLBL CLCV PHIL MUSC,0.0,0.0
subjects in courses_ENVS PHYS RST MATH,0.0,0.0
subjects in courses_ESL ARTF RST RUSS,0.0,0.0
subjects in courses_ESL MUS MACS FIN MUSC NRES AE CHEM ZULU ARCH SOCW RST TAM NUTR MILS UP PHIL CS ARTH GWS BADM VCM,0.0,0.0
subjects in courses_GEOL CHBE LING ACE,0.0,0.0
subjects in courses_GEOL MUSC CHEM ENG,3.693103790283203e-05,3.605497436433026e-05
subjects in courses_GWS IB FSHN MACS MUSC NRES,0.0,0.0
subjects in courses_HDFS GSD CHLH,0.0,0.0
subjects in courses_HIST ARTS LAT SOC MATH PS TAM BADM CHEM PSYC MCB SOCW MUSC ACE,-1.1787563562393188e-05,8.209824743883265e-05
subjects in courses_HIST CHIN LER SPAN CSE MATH RST CHEM BADM GWS CLCV ENG PHIL HORT MUSC ECON,0.0,0.0
subjects in courses_HIST CS ATMS CPSC AFST GSD SE THEA KIN MSE GGIS CLE IB VCM LAST ARTJ MUSC NRES,0.0,0.0
subjects in courses_HIST CS LER SPED CPSC GWS CHEM DANC JOUR PSYC IB EDPR GLBL EPSY CHLH ANTH MUSC,0.0,0.0
subjects in courses_HIST CS ME ENGL THEA RST BCS FSHN EALC,0.0,0.0
subjects in courses_HIST IS SPAN ECE IHLT PS ACES SHS BADM CHLH CMN ACE,0.0,0.0
subjects in courses_HIST LA SPAN MATH INFO THEA DANC UP MUSC,0.0,0.0
subjects in courses_HIST LAT ENGL THEA RST,0.0,0.0
subjects in courses_HIST MUS ATMS LA IS INFO TAM KIN ITAL IB GEOL FIN FR ACE,0.0,0.0
subjects in courses_HIST SCAN RST BIOC DANC PSYC MILS CWL IE KIN AGCM ABE PHIL MCB LLS,0.0,0.0
subjects in courses_IS SPAN SOC THEA FSHN EALC RHET,3.229547291994095e-05,0.00010645148488561564
subjects in courses_LA ECE PS CHEM KIN JOUR GS,0.0,0.0
subjects in courses_LA EDUC THEA AFAS ANSC MILS MACS SOCW MUSC,0.0,0.0
subjects in courses_LAS ADV BADM STAT CMN FR NRES,0.0,0.0
subjects in courses_LAT FSHN ENG CMN ANTH ECON,0.0,0.0
subjects in courses_LER CS ECE PATH DANC KIN PSYC BIOC SHS MUSC ACE,0.0,0.0
subjects in courses_LER HDFS,0.0,0.0
subjects in courses_LER MUS SOC AE ASTR ESE LING GSD,0.0,0.0
subjects in courses_MCB CS CHEM REES,0.0,0.0
subjects in courses_MCB CS HORT MUSC,0.0,0.0
subjects in courses_ME ANSC SHS MACS FIN MUSC ECON HIST MATH ENG BUS ARTE BIOE ENGL RST ADV ANTH CI GER CS GWS VCM PHYS,0.0,0.0
subjects in courses_MUS AFST AHS GSD ADV ANSC KIN MILS UP MUSC FR,0.0,0.0
subjects in courses_MUS ART MUSC FR ECON ECE CLE ACE KIN AFRO IE ACCY LAW CS SPAN CPSC GWS BADM MIP,0.0,0.0
subjects in courses_MUS ATMS NRES SOC MATH ENGL AE CHEM BADM KIN GS CWL ESE EALC ACE,0.0,0.0
subjects in courses_MUS CEE ECE ME CLE DANC ANSC JOUR STAT EDPR MCB PHYS MUSC NRES,0.0,0.0
subjects in courses_MUS CEE SPAN CW RST TAM KIN GC AFRO GWS FSHN FAA,0.0,0.0
subjects in courses_MUS CHIN ENVS IS AFST CS ECE BIOE AE KIN ETMA CWL CLCV QUEC ACCY SOCW LAW,0.0,0.0
subjects in courses_MUS CS ATMS ME FSHN GLBL ARTJ,-1.9896775484085083e-05,6.68183096139991e-05
subjects in courses_MUS CS BIOE HIST ARTS DANC GLBL ESE LLS PHYS,1.0846368968486787e-05,0.00016318096763890218
subjects in courses_MUS CS CEE SPAN CHBE ME MSE KIN PSYC ENG ANTH MUSC ITAL,9.45553183555603e-06,2.2990623236101373e-05
subjects in courses_MUS CS CPSC MATH DANC KIN FSHN,4.5931898057460785e-05,8.482485622569229e-05
subjects in courses_MUS CS ECE THEA MUSC,0.0,0.0
subjects in courses_MUS CS LA BSE ART THEA MSE DANC ETMA CLE UP ACCY ARTJ PHYS MUSC NRES,0.0,0.0
subjects in courses_MUS CSE PS ANSC CMN MUSC AFST ECE MATH CLE CHEM ENG ARCH ACE BIOE THEA ETMA ANTH EURO CPSC ARTH BADM PSYC STAT CHLH PHYS,0.0,0.0
subjects in courses_MUS HIST CHIN CS ECE ENGL TAM ADV LEAD NEUR TURK ACCY ARCH MUSC EALC,0.0,0.0
subjects in courses_MUS IS AFST ECE BSE THEA CHEM CLE ETMA PSYC EDPR IB CHLH PHYS MUSC,0.0,0.0
subjects in courses_MUS IS MATH CHEM DANC JOUR PSYC GWS EDPR LING ARTJ ARCH MUSC,4.515610635280609e-05,0.00018770535759656833
subjects in courses_MUS KIN IB REL ITAL,0.0002803397364914417,0.00014493876054876148
subjects in courses_MUS LER CS AFST ECE SOC GWS CHEM STAT ERAM HT ACCY PHYS VM,3.6543048918247226e-05,5.659403124857346e-05
subjects in courses_MUS MATH NS ECE CHBE ME DANC GC KIN AFRO EDPR GSD ECON,-2.2058188915252685e-05,4.829895566432582e-05
subjects in courses_MUS MATH THEA CHEM KIN AFAS GC SOCW MUSC,0.0,0.0
subjects in courses_MUS ME CMN HDFS MUSC FR ECON HIST MATH BSE LEAD CWL SOCW BUS INFO TAM ANTH LAW ENVS CS LLS,0.0,0.0
subjects in courses_MUS PHYS IS MATH KIN ANSC FSHN LING CLCV ANTH HDFS ITAL,0.0,0.0
subjects in courses_MUS PS MACS CMN MUSC ARTS AFST ECE CHEM IB MCB BIOE TAM GRK ADV AFRO SPAN BADM PSM AGCM,0.0,0.0
subjects in courses_MUS RST PS MSE KIN HDFS ARTD MUSC FR,0.0,0.0
subjects in courses_MUS SPAN GWS ANSC EPSY ABE,8.241133764386177e-05,7.33697230109715e-05
subjects in courses_MUS THEA CHEM ANSC DANC SE IB ESE FAA,0.0,0.0
subjects in courses_MUS THEA GGIS STAT MCB FR,0.0,0.0
subjects in courses_MUS THEA TAM KIN MUSC,5.802661180496216e-05,0.00016785992143603258
subjects in courses_PS ACES FSHN SCAN MUSC ECON MATH ECE BSE CLE ENG LER ASRM NUTR UP CPSC NS BADM PSYC CHLH PHYS,0.0,0.0
subjects in courses_PS ANSC SHS CMN FR MUSC NRES LA IS BSE CWL MCB ENGL KIN ETMA PHIL LAW CS NS BADM PSYC LLS,-2.3111328482627867e-05,4.051415737840521e-05
subjects in courses_PSYC MCB PS,0.0,0.0
subjects in courses_SAME ARTS HIST IS CI EALC ECE CS MATH LAS MSE AAS UP REL MUSC FR,0.0,0.0
subjects in courses_SAME HIST CS ESL ME SE ADV TAM CHEM JOUR IB ESE ACCY FIN ANTH MUSC LAW,0.0,0.0
subjects in courses_SHS FSHN CMN CEE MATH CLE MDVL CWL IB LER ENGL SE TAM AFRO PHIL ACCY LAW SPAN CPSC SOC BADM PHYS,0.0,0.0
subjects in courses_SHS FSHN EPOL MUSC HDFS ECON BSE CLE CHEM ENG ENSU SOCW ACE ENGL ADV ERAM CS SPAN CW NE BADM GS VCM EALC,0.0,0.0
subjects in courses_SOC ASTR ESE CHLH FIN MUSC,0.0,0.0
subjects in courses_SPAN ENGL ASTR PHIL LLS,0.0,0.0
subjects in courses_SPAN MATH ASTR CLCV ANTH HDFS,-6.567230448126793e-05,9.239689969730421e-05
subjects in courses_SPAN THEA CHEM TAM ASRM HDFS GLBL LING MCB MUSC,0.0,0.0
subjects in courses_STAT MUSC KIN ENG,0.0,0.0
subjects in courses_THEA KIN DANC MILS ALEC ANSC IB GEOL MCB PHYS MUSC,0.0,0.0
subjects in courses_UKR BTW ENGL RST ESE MUSC NRES,0.0,0.0
african,5.479259416460991e-05,2.9980627198693217e-05
agricultural,0.0001441282220184803,0.00017187961438087747
american,6.796810775995254e-05,1.651632788921828e-05
and,-0.0002509494312107563,0.00016975679086727143
animal,3.065802156925202e-05,6.120432790087267e-05
anthropology,0.0,0.0
architecture,0.0,0.0
art,-5.64192421734333e-05,7.366603900976377e-05
asian,2.873782068490982e-05,1.322842411953866e-05
astronomy,-7.227528840303421e-06,2.0560956027253066e-05
atmospheric,-4.651015624403954e-05,0.00014875962871041895
biochemistry,0.0,0.0
biology,0.00010468550026416778,0.00011539710141831215
business,0.0004685167223215103,0.0003345312872205465
cellular,0.0,0.0
chemistry,-0.0005791101604700089,0.0002802842974625684
cinema,0.0,0.0
communications,3.931485116481781e-05,0.0001804978539462526
computer,-5.117058753967285e-05,0.0003313742419636653
cultures,-9.694602340459824e-06,1.729503935680066e-05
dance,0.0,0.0
development,-4.038568586111069e-05,0.00010179935879339525
east,-1.9673164933919908e-05,1.4804174888248361e-05
economics,-0.0002737424336373806,6.541952154351831e-05
education,-7.475968450307847e-05,4.266162343901439e-05
employment,0.0,0.0
engineering,-4.579247906804085e-05,0.00011433760140549366
environmental,-4.940591752529144e-05,4.618392367825902e-05
family,9.95853915810585e-06,7.605003280543912e-05
food,0.0,0.0
french,0.0,0.0
gender,-0.000366382859647274,4.91334085210323e-05
geographic,0.0,0.0
geology,0.0,0.0
greek,0.0,0.0
health,0.0002424396574497223,0.00010028661165716186
history,-0.00040474412962794305,0.00023472396512602407
human,8.020047098398209e-05,0.00011257711597133158
information,0.0,0.0
kinesiology,-8.257497102022171e-05,0.00020517621427637768
labor,0.0,0.0
landscape,0.0,0.0
languages,-0.00011095674708485603,0.00026155312135650767
latina,0.0,0.0
latino,0.0,0.0
law,0.0,0.0
leadership,0.0,0.0
linguistics,5.4088328033685686e-05,6.21279318568525e-05
literature,0.00020560389384627342,0.00029382646231032724
mathematics,0.000316875334829092,0.00034519405251827966
media,0.0,0.0
molecular,0.0,0.0
music,0.00037511084228754045,0.00034478965473696345
natural,0.0,0.0
neuroscience,0.0,0.0
none,0.0002944101579487324,0.0004117127737932145
nutrition,0.0,0.0
philosophy,0.0,0.0
physics,0.0,0.0
planning,0.0,0.0
psychology,-6.27078115940094e-05,5.358191273048383e-05
relations,0.0,0.0
resources,0.0,0.0
safety,0.0,0.0
science,-0.0001561715267598629,0.00021811139618992613
sciences,-0.000156567245721817,0.00020972985178221187
services,9.72384586930275e-06,4.9522916413405174e-05
sociology,-9.459163993597031e-06,0.00012252759870328496
statistics,0.0,0.0
studies,-0.0004970849491655827,0.0004328343287293688
systems,0.0,0.0
urban,0.0,0.0
women,-0.00017950590699911118,7.304771575060171e-05
actuary,3.980342298746109e-05,0.00013744364332057984
administrator,-7.368624210357666e-06,2.769045471984503e-05
advisor,0.0,0.0
aerospace,0.0,0.0
agent,0.0,0.0
agronomist,8.8485237210989e-05,9.90729649345495e-05
ai,3.354288637638092e-05,1.8058339381698247e-05
analyst,-1.7450936138629913e-05,5.3808210441744065e-05
and.1,0.0,0.0
archaeologist,0.0,0.0
architect,0.0,0.0
archivist,0.0,0.0
art.1,-1.763906329870224e-05,3.238759044596775e-05
artist,0.0,0.0
assistant,0.0,0.0
biologist,0.0,0.0
biomedical,0.0,0.0
chemical,-1.2105982750654221e-05,2.2933178594308496e-05
chemist,0.000300348736345768,7.709095501723441e-05
civil,-3.5709701478481294e-06,1.5380311007951585e-05
climate,0.0,0.0
clinical,0.0,0.0
community,2.9881391674280168e-05,1.746881321953749e-05
composer,-3.905287012457847e-05,0.00016504763939274552
conductor,0.0005451614968478679,0.0002481337545745623
conservationist,0.0,0.0
consultant,-0.0002522358670830727,8.73354897974146e-05
coordinator,0.0,0.0
counselor,-4.373863339424133e-06,3.146149839114794e-05
critic,9.7645353525877e-05,0.00016364041947736563
cultural,0.0,0.0
curator,0.0,0.0
curriculum,0.0,0.0
cybersecurity,-1.5850365161895753e-05,5.0713120953076745e-05
dance.1,0.0,0.0
dancer,0.0,0.0
data,0.0,0.0
designer,0.0,0.0
developer,8.869264274835586e-06,0.0001157491552573728
development.1,0.0,0.0
diplomat,0.0,0.0
director,-2.7101580053567885e-05,2.8260089984454398e-05
doctor,0.0,0.0
ecologist,0.0,0.0
editor,1.0261405259370804e-05,2.3630848960553064e-05
education.1,0.0,0.0
educator,3.6748126149177553e-06,2.3623612323699632e-05
electrical,0.0,0.0
engineer,-5.228761583566666e-05,0.00019437835094046987
entrepreneur,0.0,0.0
environmental.1,0.0,0.0
exercise,-7.173568010330201e-05,6.446582912712507e-05
extension,0.0,0.0
farm,0.0,0.0
film,0.0,0.0
financial,2.125091850757599e-06,1.8789016974286918e-05
fitness,-2.013435587286949e-05,6.377764896158913e-05
food.1,0.0,0.0
forecaster,0.0,0.0
foreign,0.0,0.0
forensic,0.00010868050158023834,0.00014473364056212764
geologist,0.0,0.0
graphic,0.0,0.0
health.1,-3.839842975139618e-07,7.948435705139207e-05
historian,0.0,0.0
historical,0.0,0.0
human.1,0.0,0.0
hydrologist,0.0,0.0
illustrator,0.0,0.0
inspector,0.0,0.0
international,0.0,0.0
interpreter,-0.00016330685466527938,0.00028002446342435236
journalist,0.0,0.0
landscape.1,0.0,0.0
language,-8.03300179541111e-05,0.00012185964200804381
lawyer,0.0,0.0
legal,0.0,0.0
linguist,-9.239008650183678e-05,0.00018821688150688702
literary,0.00010669799521565438,0.00021664981362769055
localization,0.0,0.0
manager,0.0002664751373231411,0.00021205411752273266
market,0.0,0.0
marketing,0.00013971226289868354,0.00010680188405868418
materials,0.0,0.0
mathematician,0.0,0.0
mechanical,0.0,0.0
media.1,0.0,0.0
medical,0.0,0.0
meteorologist,0.0,0.0
microbiologist,0.0001981501467525959,9.787489639025214e-05
mining,0.0,0.0
molecular.1,0.0,0.0
museum,0.0,0.0
music.1,0.0,0.0
musician,0.0,0.0
none.1,-0.0007198057137429714,0.0006895718802479143
occupational,0.0,0.0
officer,0.0,0.0
operations,5.9728417545557023e-05,6.762788648578745e-05
physician,0.0,0.0
physicist,0.0,0.0
physiologist,0.00012185834348201751,4.208701448070535e-05
planner,0.0,0.0
policy,-0.0001388796605169773,0.00023701151671297926
producer,0.0,0.0
professor,0.0,0.0
psychologist,5.3820200264453885e-06,9.104735730121889e-06
public,7.561948150396347e-05,7.204047953324201e-05
publisher,5.420064553618431e-05,9.457308262836939e-05
rehabilitation,5.811220034956932e-05,1.6711364249704648e-05
research,-4.633255302906036e-05,5.8253714372995606e-05
researcher,-0.0001894165761768818,8.805389239126518e-05
resources.1,0.0,0.0
safety.1,0.0,0.0
scientist,0.00012502064928412437,0.00025007507716813933
seismologist,0.0,0.0
service,0.0,0.0
software,8.01989808678627e-06,0.0001911734311171903
soil,0.0,0.0
sound,-2.2437144070863724e-05,3.383314397285858e-05
special,0.0,0.0
specialist,1.1050421744585037e-05,0.0001779937400667959
sports,0.0,0.0
statistician,0.0,0.0
systems.1,2.79448926448822e-05,4.20769046095819e-05
teacher,-5.515618249773979e-05,0.00010024566358963497
therapist,0.0,0.0
toxicologist,4.0391646325588224e-05,6.816960761241046e-05
training,0.0,0.0
translator,0.0,0.0
urban.1,0.0,0.0
weather,0.0,0.0
worker,1.5241093933582306e-05,9.360619482891203e-06
writer,3.509772941470146e-05,4.6206012370590105e-05
