first_name,last_name,race_ethnicity,gender,international,socioeconomic status,learning_style,gpa,student semester,previous courses,course type,previous courses count,subjects in courses,unique subjects in courses,subjects of interest,subjects diversity,career aspirations,extracurricular activities,activities involvement count,future topics
74e1891dc615b22fac103c74ab7133742dd1d95a604f6d4edb1a9403b7156506,58d5efddbfdb31c5e054235618b4959a8a771085683867b753b08029907b7303,Settler Colonizer,Male,Domestic,Upper,['Kinesthetic'],2.9990263967188215,2.0344057913412223,"['Jazz Saxophone', 'String Instrument Class']","['Laboratory-Discussion', 'Practice']",-0.05221061319638196,"['MUSC', 'MUS']",2,[],2,[],[],0,"['Latin', 'Environmental Studies']"
f435357b4be9485891d8c5c74c2c48bb05fecf99af8da96a616121f8186011bd,631bcfa7f521b475a342bed8d0adc099c6f4719d0ca2e94e921cb6aed0a48ae4,Settler Colonizer,Female,Domestic,Lower,['Visual'],3.4492116315670844,7.907117817213069,"['African American Music', 'Data Science Discovery', 'Technical Systems in Agr', 'Percussion', 'Applied Statistical Methods and Data Analytics I', 'Early African American Literature and Culture', 'Analog Circuits and; Systems', 'Medieval Literature and Culture', 'Design for Manufacturability', 'Black Women Hist and; Cultures', 'Leadership and Ethics', 'Risk Management Academy', 'Chicanasand;Latinas: Selfand;Society', 'Introduction to Romance Linguistics', 'Special Topics', 'Economics of Coordination', 'Special Topics in Finance']","['Practice', 'Lecture', 'Lecture-Discussion']",1.0617486221694017,"['FR', 'MUSC', 'AFRO', 'ECE', 'FIN', 'ME', 'ACE', 'GWS', 'NPRE', 'MILS', 'MDVL', 'CS', 'ECON', 'ETMA']",14,[],2,[],['German Club'],1,['Labor and Employment Relations']
843c4295daa5ba9717cef5e0c74961d2b5bc1b43b75a9a0683dff58ee405e314,4b66f9741c6e808f81d660ff2324cbfc917afdfc498f067fb9ffe74f90bce1c1,Settler Colonizer,Female,Domestic,Lower,['Visual'],3.767436122918124,8.07604410059003,"['Undergraduate Open Seminar', 'Undergraduate Open Seminar', 'Language and; Culture of Deaf Communities', 'Career Theory and Practice', 'Business Analytics I', 'U.S. Race and Empire', 'Signals and; Systems in Bioengrg', 'Medieval Civilization', 'Small Fruit Production', 'Polymer Rheology', 'Special Topics in Printmaking', 'Introduction to Data Analytics Applications in Business', 'Senior Thesis Seminar']","['Studio', 'Lecture-Discussion', 'Online', 'Lecture', 'Online Lecture Discussion']",0.9606942197469641,"['BADM', 'SHS', 'ARTS', 'EPSY', 'AAS', 'CHBE', 'AFRO', 'AHS', 'MDVL', 'GLBL', 'HORT', 'BIOE', 'BDI']",13,[],3,[],['Global Studies Club'],1,['Global Studies']
71aab899428e2fec177c6a65f40706528dd6dfc39dd7a1b4cd98838e8cfdcdd3,35469141584ec2fff1d2766e4c8b8a6334087fa3e26e0e8cbe68b41b185ed711,Settler Colonizer,Male,Domestic,Upper,['Read/Write'],3.207441696441442,2.0446356268598547,"['Langand;Culture of Arab World', 'Data Science Discovery', 'Natural Disasters', 'Intro Asian American Studies', 'Introduction to American Literature', 'The Holocaust', 'Global Studies Seminar Abroad', 'Early American Literature and Culture', 'The Holocaust in Context']","['Laboratory-Discussion', 'Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture']",0.04217473550739431,"['AAS', 'CWL', 'HIST', 'SAME', 'ENGL', 'GLBL', 'STAT']",7,[],2,[],['Black Student Union'],1,"['Theater', 'Turkish', 'Physics']"
22ec88d5eedc91848491016a6f39810db606f0987ffb743c3266459758403b97,a2f5e6f9d66a76434e5de4d4f15b926ef8f4e72eb39f9ac0ef8e0624691e61f2,Settler Colonizer,Male,Domestic,Lower,['Kinesthetic'],3.4620446645483565,9.986865289076567,"['Leadership Laboratory', 'Undergraduate Open Seminar', 'Data Science Discovery', 'DGS Study Abroad', 'Exp Techniqs in Cellular Biol', 'Study Abroad', 'Cognitive Psych Lab', 'Advanced Choral Conducting II', 'Math/Actuarial Internship', 'Acting Studio II: Voice', 'Video Reporting and; Storytelling', 'Advanced Television Reporting', 'Costume Draping', 'Engrg Measurement Systems', 'Internship', 'Neurosurgery II', 'Neurosurgery I', 'Choral Conducting Project', 'Developmental Pediatrics', 'Integrative Architecture Design Studio', 'Advanced Research in Dance', 'Graduate Level Trombone']","['Laboratory-Discussion', 'Practice', 'Internship', 'Study Abroad', 'Laboratory']",1.9749673035000164,"['MCB', 'MUSC', 'THEA', 'CLE', 'GS', 'AFAS', 'ARCH', 'DANC', 'MUS', 'SOCW', 'ENG', 'LER', 'ABE', 'MATH', 'JOUR', 'PSYC', 'STAT']",17,[],4,[],"['Persian Language Club', 'Agricultural Education Society']",2,"['Spanish', 'Hindi', ""Gender and Women's Studies"", 'Greek']"
f26849026928481b84f68edf8530ec4df1815e3433bd4058a84f1b21a6bb476b,acbb154b4cbe43929cb638f829258e687d6fc3e63a190cad307e591e8d440d94,Settler Colonizer,Female,Domestic,Lower,"['Read/Write', 'Read/Write']",3.91776009279092,6.00479301289778,"['Emergence of Life', 'Undergraduate Open Seminar', 'General Chemistry Lab II', 'Popular Cultures of Contemporary East Asia', 'Intermediate Chinese II', 'Archaeology of South Asia', 'Undergraduate Research', 'Marketing Communications', 'Francophone Worlds', 'Undergraduate Seminar', 'Innovations in Advertising', 'Supply Chain Management Basics']","['Lecture-Discussion', 'Seminar', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",0.9059015896281437,"['BADM', 'CHEM', 'CWL', 'LA', 'GEOL', 'ADV', 'EDUC', 'CHIN', 'ANTH']",9,[],4,[],"['Comparative World Literature Club', 'Natural Resources and Environmental Sciences Club', 'Latino Student Union']",3,"['Hindi', 'African Studies', 'Spanish', 'Business Administration']"
4eb3e39100d8a8818bf0cf4eb1e892d4c6c2b491e045d6681723553948048ca9,5c97a6b541435b0d0dc70f7d9b8fed79b21962c3ed2ca82a1fedf2a95614c84f,Settler Colonizer,Male,Domestic,Lower,['Visual'],3.262922925797581,8.054955209279562,"['Organismal and; Evolutionary Biol', 'A Mathematical World', 'Elementary Spanish II', 'Analog Signal Processing', 'Elementary Swahili II', 'Bioengineering Career Immersion', 'Beginning Sculpture', '21st Century Dramaturgy', 'Restorative Justice: Principles and Methods', 'Comm Partners and; Health', 'Worldwide Spoken French', 'Consumer Behavior', 'System Programming', 'Capstone Design Experience', 'Lactation Biology', 'Russian, East European, and Eurasian Bibliography and; Research Methods', 'Theoretical Foundations of SLA', 'Modern Computational Physics']","['Studio', 'Online Lecture', 'Lecture-Discussion', 'Online', 'Lecture']",1.086874425102945,"['FR', 'ARTS', 'BADM', 'IS', 'AFST', 'IB', 'THEA', 'ECE', 'ANSC', 'KIN', 'PHYS', 'SPAN', 'ABE', 'CS', 'MATH', 'BIOE', 'PSYC']",17,[],2,[],['Latin American and Caribbean Studies Club'],1,"['Environmental Science', 'Latin American and Caribbean Studies', 'Aerospace Engineering', 'Health and Human Services']"
f273c1b56f63b2eb092a8a21fc291f40ead9b9e9004aa5e377aa48b92f207c85,8d26f9bb952850909605ad51692c8241eac0aca72f1f066b54a3f868e6b7e4fb,Settler Colonizer,Female,Domestic,Lower,['Auditory'],3.0368579719508797,-0.05178261579599304,"['Grief and Loss Across the Lifespan', 'Electric Violin', 'Introduction to Computer Science II']","['Practice', 'Online Lecture', 'Lecture-Discussion']",-0.09152119530801861,"['HDFS', 'MUSC', 'CS']",3,[],4,[],"['Biostatistics Club', 'Yiddish Language Club', 'African Studies Club']",3,"['Astronomy', 'Dance Theater']"
5a99c57b24b4f79e6a5043b39af1a1b4574b3bfd78d12c6c394b087ea76048c6,d698fb72069e7dad7a6e15b78337c9d239c610917304ad66fe556127390cbd3e,Settler Colonizer,Male,Domestic,Lower,['Auditory'],3.246110563220492,1.9797627940921783,"['Oral and; Written Comm II', 'Introduction to Industrial Design', 'Elementary Latin II', 'Undergraduate Open Seminar', 'Music Theory and Practice IV', 'Governing Globalization', 'History of the Earth System', 'Ancient Philosophy']","['Lecture', 'Studio', 'Lecture-Discussion']",0.05186840596398956,"['PS', 'ARTD', 'ESE', 'LAT', 'CMN', 'MUS', 'BUS', 'PHIL']",8,[],2,[],"['Comparative World Literature Club', 'Dance Theater Group']",2,"['Neuroscience', 'Food Science and Human Nutrition']"
8a68be1b00cd4be589b39ebc1ead2427241b730941da4650859e070e6fd54702,cba15e3edd7d19a4ebdec388a62b3b7e9a21a0b91e78da230e14a8dc7e645f1d,Settler Colonizer,Female,Domestic,Upper,['Auditory'],3.9965847889565693,5.901544318949538,"['Introduction to Meteorology', 'Undergraduate Open Seminar', 'Ancient Philosophy', 'Observation and Program Analys', 'Algorithms and Data Structures for Data Science', 'Communicating Public Policy', 'Advertising Immersion', 'Education and Social Justice', 'Russian Writers', 'Principles of Professional Responsibility']","['Discussion/Recitation', 'Lecture', 'Conference', 'Lecture-Discussion']",0.02047667633991243,"['EPOL', 'THEA', 'CWL', 'CMN', 'ADV', 'AGED', 'GGIS', 'CS', 'BUS', 'PHIL']",10,[],3,[],['Model United Nations'],1,"['Economics', 'Yiddish']"
5023705c3b4f13f95cfe100fd822076a8ffcf54c5e162bcfa3ee723e304e5724,51c60277281e14bddbdab0e444d0ccf0ad4897dba44f97b594bcff9293964705,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.3614354683780974,0.07978067855039503,"['Grief and Loss Across the Lifespan', 'Introduction to Game Studies and Design']","['Online Lecture', 'Lecture-Discussion']",-0.018326938656816255,"['HDFS', 'GSD']",2,[],2,[],[],0,['Biostatistics']
dea7d7ac227855b014a26da7c969508281dfcd6634551571874b586712593df3,1a60fc1cda00836ef5d090e85655f82136c74a5f8b852ad6c1f76c5611e12a32,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.503247739469053,10.003820993545402,"['Introduction to Film', 'Introduction to the Media', 'Undergraduate Open Seminar', 'Introduction to Art', '21st Century Dramaturgy', 'Fashion Illustration', 'Basic Discrete Mathematics', 'Education Study Abroad', 'Leisure and Consumer Culture', 'International Law', 'Worldwide Spoken French', 'Instructional Strategies II', 'Earth Resources Sustainability', 'Introduction to Urology', 'Topics in Inorganic Chemistry', 'Science of Health Homeostasis', 'School Spch-Lang Clin Methods', 'Seminar', 'Graduate Level Oboe', 'Seminar Series', 'Advanced Topics in Collections', 'Program Evaluation', 'Assessment for Learning']","['Practice', 'Studio', 'Lecture-Discussion', 'Study Abroad', 'Online', 'Lecture']",1.9213289242685492,"['FR', 'ARTS', 'CHEM', 'ART', 'IS', 'ESE', 'VCM', 'SPED', 'CLE', 'MATH', 'THEA', 'ENGL', 'SHS', 'EPOL', 'MUSC', 'LAW', 'RST', 'MACS', 'SOCW', 'EDUC', 'CS', 'BUS', 'BIOE']",23,[],4,[],['Marketing Club'],1,['Special Education']
524454a7da557e29b9823b6b0105b30e6efdfac3eff7e80ef5ce08f42bdf5dac,014bb086b9164751e7fdbb5d48440f43c364d36f14f26e8676d54bde84508096,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],2.973622250315096,9.938343261627463,"['Social History of Games and Gaming', 'Vocabulary Building from Greek and Latin Roots', 'Intro to Health Communication', 'Elementary Korean II', 'Indian Cinema in Context', 'Enrichment Mechanics', 'Introduction to Critical Theory', 'Numerical Methods I', 'Biomechanics of Human Movement', 'Navigation/Naval Operations II', 'Information Security Management', 'Electromagnetic Fields I', 'The Architecture of the United States, c.1650 to Present', 'Individual Topics', 'Advanced Topics in Use and Users of Information', 'SW Practice with Communities', 'Child, Youth and Family Svcs', 'Cultural Aspects of Tourism', 'Integrated Health Care Policy and Services']","['Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",0.962140336154382,"['BADM', 'ARCH', 'KIN', 'NS', 'PHYS', 'RST', 'MACS', 'CMN', 'KOR', 'ENGL', 'LER', 'SOCW', 'IS', 'CS', 'CLCV']",15,[],3,[],[],0,"['Business Administration', 'Physical Education', 'Music']"
5384c6df92c5dfe8771aad0436c5ba5a84b3c4b7ec82c987fcdef68327d5bbb2,4174961a9dba294444979a2dae7d75a61cc7d81d11698bd1eea627adac98fd17,Settler Colonizer,Male,Domestic,Upper,['Visual'],3.521644378336682,9.984091285499867,"['Introduction to Game Studies and Design', 'Religion and; Society in West II', 'Science Fiction', 'Literature of Fantasy', 'Women in the Literary Imagination', 'Research Design for Information Sciences', 'US Latina and Latino Families', 'Environmental Writing', 'Accounting Control Systems', 'Blockchain, Tokens, and Their Application in Business', 'The Architecture of the United States, c.1650 to Present', 'Advanced Swahili II', 'Clinical Training', 'Theories of Cinema', 'Dynamical Systems I', 'Graduate Level Piano', 'Graduate Level Clarinet', 'Critical Issues in Higher Education', 'Provider-Patient Communication', 'Collective Bargaining', 'Imaging in Critical Care', 'Econometrics']","['Practice', 'Lecture-Discussion', 'Online Lecture', 'Online', 'Lecture']",2.03105706917232,"['ARCH', 'CWL', 'IS', 'ANTH', 'ESE', 'ECON', 'AFST', 'CLE', 'MATH', 'ACCY', 'CMN', 'ENGL', 'LER', 'EPOL', 'MUSC', 'GSD', 'LAW', 'LLS', 'GWS', 'BDI']",20,[],3,[],[],0,"['Integrative Biology', 'Media and Cinema Studies', 'Natural Resources and Environmental Sciences']"
dd8866f1bae8af5a9af6468d5c4f3b5afcadaf576a771f8c87e9740ca20d3b2a,309386a60d825d651d22118daf876656b979f9c08ace0161624a2e222fcde31d,Settler Colonizer,Female,Domestic,Upper,['Kinesthetic'],3.810405235409355,3.9429507311503693,"['Leadership Laboratory', 'Organismal and; Evol Biol Lab', 'Electric Violin', 'Unit One Sem Instruct in Music', 'Undergraduate Open Seminar', 'Relationships in Acting II', 'Physical Activity Research Methods', 'Food Production and Service', 'Synoptic Weather Forecasting', 'General Speech Science']","['Laboratory', 'Practice', 'Laboratory-Discussion']",-0.07075934572992859,"['SHS', 'MUSC', 'ATMS', 'THEA', 'IB', 'KIN', 'ME', 'MUS', 'MILS', 'FSHN']",10,[],3,['Educational Diagnostician'],['Swahili Language Club'],1,"['Portuguese', 'Environmental Law', 'Religious Studies', 'Asian Studies']"
ec06e69df002f0633d29bfc97dea20ade0ff704cfaa828b066b116cf3336b707,611e933bf06c3c2faf2059277fe423eb279bcc1991317be6ae3945ebc72b7511,Settler Colonizer,Female,Domestic,Lower,['Kinesthetic'],2.117029527109046,-0.009840252617535364,"['Ceramics: Wheel Throwing', 'Supp WW Inst: Saxophone', 'Microcomputer Applications']","['Laboratory', 'Online Lab', 'Laboratory-Discussion']",-0.007331482575273912,"['ART', 'ACE', 'MUS']",3,[],2,[],[],0,"['Marketing', 'Behavioral Sciences', 'Statistics', 'German']"
a0d064d9af740508ffda8f167ec85393d08f1649151a49f87d993b663b19ab56,20a30fff8f5161927a3836c5c874e2738f5f26bcd7adf342c902f11209b93d54,Settler Colonizer,Male,Domestic,Lower,['Read/Write'],2.725153756159764,5.932799233843458,"['Undergraduate Open Seminar', 'Introduction to Advertising', 'Engineering at Illinois', 'People, Places, and Environments of the US', 'Biological Anthropology', 'Radiative Transfer-Remote Sens', 'Honors Study Abroad Retrospect', 'UG Experiential Learning', 'Premodern Spanish Literatures and; Cultures', 'Undergraduate Research Experience']","['Discussion/Recitation', 'Lecture', 'Lecture-Discussion', 'Independent Study']",0.010045036949340697,"['BADM', 'ATMS', 'IB', 'ADV', 'ENG', 'GGIS', 'SPAN', 'ANTH', 'ACES', 'ANSC']",10,[],1,[],[],0,"['East Asian Languages and Cultures', 'Swahili']"
ebcf8c9c8ad86943cc2d55a0c546a5866b31e56fc53501f115b3c682ea2a1f00,540460c47f2737c5a9258b71aa5612cf1c75b96055d500e8a2c12093f0567d2a,Settler Colonizer,Female,Domestic,Lower,['Auditory'],3.197451814702351,5.9754619989296724,"['Undergraduate Open Seminar', 'Horn', 'Language, Technology and; Society', 'Latina/o Popular Culture', 'The Twentieth-Century American Novel', 'Interaction I', 'Oral Spanish', 'Engineering Materials', 'Human Development and Recreation, Sport and Tourism', 'Earth Materials and the Env', 'Reinforcement Learning', 'Senior Recital', 'Global Agribusiness Management', 'Managing Industrial and Agricultural Safety Risks', 'Ed Prac in EC and; ELED']","['Conference', 'Practice', 'Studio', 'Lecture-Discussion', 'Lecture']",0.9988446586387599,"['ARTS', 'MUSC', 'ACE', 'MSE', 'LING', 'RST', 'EDPR', 'ENGL', 'GLBL', 'SPAN', 'CS', 'ESE', 'ETMA']",13,[],1,[],['Medicine Club'],1,"['Geographic Information Systems', 'Integrative Biology', 'Economics', 'Near Eastern Languages and Cultures']"
58f909ed9fa151224fc51dcd31f0948d9f4650951cb0aaa4c0ec1bc1e20b49e8,d53106284ece758d2f0ece6167c4087a85c48215e413acd603b29c51b7b679ea,Settler Colonizer,Male,Domestic,Lower,"['Visual', 'Visual']",2.3472764792403193,5.973546695472055,"['Introduction to Horticulture', 'Intro to Language Science', 'Advertising and Brand Strategy', 'Early African American Literature and Culture', 'Language and Culture in Turkey', 'Animal Reproduction and Growth', 'Undergraduate Honors Research', 'Comm Partners and; Health', 'Intl Organizationsand;Regionalism', 'Junior Honors Seminar', 'Gender and Women in East Asia']","['Lecture', 'Lecture-Discussion', 'Online']",1.032914186715409,"['SHS', 'CI', 'PS', 'CWL', 'EALC', 'LING', 'PSYC', 'ADV', 'SAME', 'HORT', 'ANSC']",11,[],3,[],[],0,['Korean']
7f44ad3db117de59baab799bfef50edf60c27f86a9709d7bb386db68fa3737b2,47904b4964abe9bbfa4c8379f38d442b1b9387705d982ee6ce1c1fe241d8e28d,Settler Colonizer,Female,Domestic,Lower,"['Auditory', 'Kinesthetic']",3.5199868733600748,-0.05848215664785639,"['Tuba', 'Environment, Agriculture, and Society', 'Poetry Workshop I']","['Lecture', 'Lecture-Discussion']",0.029882543164896525,"['CPSC', 'CW', 'MUSC']",3,[],3,[],['Disability Rights Club'],1,['Business']
ef07da27443131b1153d1dde6af7c224014df893d00092c23b8c90c46acaf847,5302ca45d7c709824963b21707e5c5d3e853a1264a034fc47d82a474d5df138d,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],3.9318527371616976,3.9208585639750337,"['Undergraduate Open Seminar', 'Contemporary Issues in Sport', 'Elementary Chinese II', 'Linear Algebra for Data Science']","['Discussion/Recitation', 'Lecture-Discussion', 'Online']",0.021878160077234893,"['SLAV', 'KIN', 'MATH', 'CHIN']",4,[],3,[],[],0,"['Biochemistry', 'Agricultural Sciences', 'Leadership Studies']"
43597384b788c280ee8eec7ffdb2457db6b0b89bdf3777894282beaf69efef08,3ce491f646ac27874f2c506637ad69fe73d11a97dc1545d5e16e43a1b00f906a,Settler Colonizer,Male,Domestic,Upper,"['Read/Write', 'Kinesthetic']",2.1270343994989425,10.095039716860212,"['Intro to African American St', 'Trombone', 'East Asian Civilizations', 'Literature of Fantasy', 'Mexican-American History', 'The Sociology of Political Polarization: Bigots and Snowflakes', 'Language, Technology and; Society', 'Literatures of the Displaced', 'Writing Across Media', 'Process Design', 'Arch Des in Landscape and; Cities', 'Food Processing Unit Operations I Lab', 'Senior Recital', 'Social Work Research Methods', 'Advanced Data Management', 'Graduate Level Oboe', 'Fluid Dynamics', 'Gastroenterology', 'Field Study and Thesis Seminar', 'Usability Engineering', 'Biological Measurement II', 'Animal Sciences Seminar', 'Advanced Predictive Analytics']","['Laboratory-Discussion', 'Practice', 'Lecture-Discussion', 'Seminar', 'Discussion/Recitation', 'Online', 'Laboratory', 'Lecture', 'Independent Study']",2.0301996688394834,"['ARCH', 'LING', 'IS', 'CHBE', 'CLE', 'AFRO', 'EALC', 'FSHN', 'ENGL', 'SOC', 'AIS', 'MUSC', 'EPSY', 'HIST', 'SOCW', 'CS', 'BIOE', 'ANSC', 'WRIT', 'STAT']",20,[],2,[],[],0,['Family Health']
495fe87f6934a824065664ee357fdaad3b7371a93246c7fd11bce4365d6f0270,b52ec4de1fa50365e864c0281f50964505c805fd9b3a666c112b6ff9b4415c96,Settler Colonizer,Male,Domestic,Lower,['Kinesthetic'],2.521180355788119,2.0954869902904933,"['Bioscience of Human Movement', 'Practicum I', 'Urban Informatics I', 'Elementary Organic Chem Lab I', 'Dancing Techniques II']","['Laboratory-Discussion', 'Laboratory']",0.07001652033501521,"['THEA', 'CHEM', 'KIN', 'DANC', 'UP']",5,[],2,[],[],0,"['Geology', 'Environmental Studies', 'Basque', 'Political Science']"
5956c176e77a4b3d51b2fd4bbbc8f7a1d43137d313371beb0aa1da52c4864941,e6f1be8b59706c87383531655847d3b2d22ba0cf494f41898e24c0a2b59e77ee,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],3.946401243759381,10.082762655196769,"['Beginning Scandinavian II', 'Undergraduate Open Seminar', 'Introductory Materials Science and Engineering Laboratory', 'The Basics of Game Design', 'Early African American Literature and Culture', 'Individual Study', 'Intro to Social Statistics', 'Biomechanics of Human Movement', 'Undergrad Research or Thesis', 'International Macroeconomics', 'Introduction to Optimization', 'Advanced Special Topics', 'Finite Element Analysis', 'Construction Productivity', 'Sustainable Urban Systems', 'Cripping Music', 'Leading School Improvement', 'Biosecurity in Livestock Systems', 'District Change for Equity and Social Justice', 'Special Problems', 'Business Practice Immersion', 'Music in Higher Education', 'Medical Informatics', 'Marketing Management', 'Thesis Research', 'Operations Management', 'Protein and Energy Nutrition', 'Advanced Seminar in Educational Psychology', 'Managerial Accounting']","['Laboratory-Discussion', 'Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",2.027641233958278,"['ECE', 'CWL', 'ADV', 'ECON', 'VCM', 'FAA', 'MSE', 'HORT', 'ACCY', 'PLPA', 'MUS', 'BSE', 'ENGL', 'BADM', 'EPOL', 'NUTR', 'EPSY', 'GSD', 'SCAN', 'CEE', 'KIN', 'ME', 'SOCW', 'GGIS', 'BIOE']",25,[],2,[],['Scandinavian Studies Club'],1,"['African Studies', 'Environmental Policy and Planning', 'Atmospheric Sciences', 'Literature']"
0a6f44b976cafb2daf57e5116ef80f73b320e2c45465516ed1b73d5b7c8752e3,e1a27183e8ac5e018e75642da903206a1cd86a35c8e0db1826fa910dc4a44c65,Settler Colonizer,Male,Domestic,Lower,['Visual'],3.1329375197712337,7.928062183320586,"['Undergraduate Open Seminar', 'Intro Hospitality Management', 'Environmental Politics and; Policy', 'Vikings to Volvos: Scandinavia', 'Close Relationships', 'Intro to Public Policy', 'UG Experiential Learning', 'Social Work and Disability Studies', 'Advanced Clarinet', 'Language Literacy in Early Childhood Education II', 'Special Topics in Physics', 'Advanced Seminar in Educational Psychology', 'Race in Medicine', 'Interdisciplinary Approaches to Neuroscience II', 'Corporate Taxation', 'Theoretical Stellar Physics']","['Practice', 'Travel', 'Lecture-Discussion', 'Online', 'Lecture']",0.9017918806890434,"['PS', 'MUSC', 'CI', 'EPSY', 'SCAN', 'MCB', 'LAW', 'PHYS', 'BSE', 'SOCW', 'HDFS', 'FSHN', 'ANSC']",13,[],2,[],['Atmospheric Sciences Club'],1,"['Biology', 'Spanish']"
5711b578d1d9f4382833d3157270fb0164fe29283f904a777a950f8f08cd74c5,3ac54fad1a767ed3df7bf745bf07793fcc1b656e46336c05412c9c1e4b32891a,Settler Colonizer,Female,Domestic,Lower,['Visual'],3.1197202194293236,2.0859958695627836,"['Saxophone', 'Little Bits to Big Ideas', 'African American Music', 'FAA Study Abroad', 'Korean Reading and Writing IV', 'The Science of Pets and How to Care for Them', 'History of the Prison']","['Lecture', 'Online', 'Lecture-Discussion', 'Study Abroad']",-0.07890759018525505,"['MUSC', 'AFRO', 'INFO', 'FAA', 'KOR', 'ANSC']",6,[],4,[],"['Environmental Studies Club', 'Latino Student Union']",2,"['Business Administration', 'Family Health']"
29805098213f0b5b0c1b11494d12c46a0d095e9ef4c3757940793d86c9b30fe7,858d28eac36e415de3099934f379875dd75da9cf1ed6fb7ff6072e2802e64790,Settler Colonizer,Female,Domestic,Lower,['Auditory'],2.691960867339725,8.048932544018847,"['Undergraduate Open Seminar', 'World Religions', 'Basic Photography', 'Mechanics for MatSE', 'Math/Actuarial Internship', 'GWS Internship', 'Characteristics and; Eligibility', 'Special Topics in Information Studies', 'Special Topics', 'Product Innovation', 'Special Topics', 'IC Device Theory and; Fabrication', 'Real World Algorithms for IoT and Data Science', 'Advanced Topics in Mathematics', 'Water Quality Control Proc II', 'Quality Improvement and; Patient Safety', 'Bioinformatics']","['Practice', 'Studio', 'Lecture-Discussion', 'Internship', 'Discussion/Recitation', 'Packaged Section', 'Lecture']",0.9418136768657448,"['ARTS', 'SPED', 'ARTD', 'LAW', 'CEE', 'ECE', 'CLE', 'GWS', 'MSE', 'REL', 'IS', 'CHLH', 'MATH', 'ETMA', 'STAT']",15,[],1,['Market Research Analyst'],"['Scandinavian Studies Club', 'Human Development and Family Studies Club']",2,['Neuroscience']
2402d6c9adf7bd335a3c54ef87121880f442532435721d998946d6800c62ba4b,2b65457ce9fc045c1a8a8d92a5835162bc8288264a3802541aa6d6b0886ac1d7,Settler Colonizer,Male,Domestic,Lower,['Visual'],3.539748592270612,3.952501755150336,"['Communicating and Presenting in Engineering', 'English Diction and Dialects', 'Undergraduate Open Seminar', 'Transportation Planning: Fundamentals and Innovations', 'On Campus Internship', 'American Voices: Linguistic Diversity in the US', 'Heat Transfer', 'Latin American Literatures and; Cultures from 1800', 'Spanish Cultural Studies II', 'Latina/os and the City']","['Travel', 'Internship', 'Lecture', 'Lecture-Discussion']",0.02972473917985985,"['ME', 'UP', 'MUS', 'LING', 'HIST', 'ENG', 'SPAN', 'BUS', 'FSHN']",9,[],4,[],[],0,"['Management', 'Biomedical Engineering', 'Latin American and Caribbean Studies', 'Communications']"
497a955a72b46865a25b48207c091cbe28f2b766c76336f38976fa47bb12e569,8372a0e5789076e44b6a20f1980e6392e418bcc83971e058acbe10bb5c1e42e0,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],3.609780231808652,9.969911081273828,"['Introduction to Public Health', 'German Diction', 'Social Innovations for Global Challenges', 'Intro Hum Comm Sys and; Disorders', 'Introduction to Plant Protection', 'Readings in Hispanic Texts', 'Sales and the Consumer', 'Interpreting Clinical Research in Speech and; Hearing Science', 'Innovation and Engineering Design', 'Global Health: Interventions and; Evaluations', 'Computer Security I', 'Advanced Clarinet', 'Language Literacy in Early Childhood Education II', 'Graduate Studio', 'Public Goods Theory', 'Dynamic System Reliability', 'Musculoskeletal and Integumentary System', 'Seminar', 'Regulation of Metabolism', 'Special Problems in Architectural Design', 'Hydrocomplexity', 'Theories of Measurement II']","['Laboratory-Discussion', 'Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",1.9416931241203732,"['ARTS', 'CI', 'ARCH', 'ECE', 'TE', 'ADV', 'SPAN', 'ECON', 'CPSC', 'MUS', 'BSE', 'CHLH', 'SHS', 'LAS', 'MUSC', 'CEE', 'KIN', 'PSYC', 'GLBL', 'ANSC']",20,[],1,[],"['Biophysics Club', 'Agricultural Communications Club']",2,"['Electrical and Computer Engineering', 'Microbiology', 'Music', 'Portuguese']"
